"X","Bintang","Pengguna","Komen","Tanggal"
215,"Rated 5 stars out of five stars","Marivi Calaguan","good all in one app for fresh produce shopping",2019-06-26
216,"Rated 5 stars out of five stars","Ria R. S.","As first time user, I'm very satisfied with this app!",2019-09-14
217,"Rated 2 stars out of five stars","Rina Noviyanti","There is no time shopping on Sayurbox without issues. Be it payment, be it wrong item delivered, or even missing item from the basket after checked out. Do you value your costumer experience at all?",2019-12-11
218,"Rated 5 stars out of five stars","Yin Natadhita","Very easy to use :)",2019-05-14
219,"Rated 5 stars out of five stars","Vera Kusumadewi","I've shopped fruits & veggies here many many times and always satisfied with their good quality.",2019-03-30
220,"Rated 5 stars out of five stars","A Google user","Very user friendly!",2019-03-25
221,"Rated 5 stars out of five stars","Winda Shabrina Adani","I voted 5 stars just because my boyfriend works here so I want to support him. And he asked me to put a review here.",2020-02-16
222,"Rated 5 stars out of five stars","Prily Maulydia","easy to get a good quality products 👍👍👍",2019-07-28
223,"Rated 5 stars out of five stars","melie rosita","Easy and saving me from wasteful",2019-10-02
224,"Rated 5 stars out of five stars","dini hariyono","Good job for makin disruptive app for ordering fresh produce and groceries, well done. Keep the price competitive without sacrificing quality of the product if you want to retain your customer",2019-11-28
225,"Rated 5 stars out of five stars","Frisca Tan","good and user friendly app",2019-06-01
226,"Rated 5 stars out of five stars","tituz ok","keep smiling and healthy",2019-03-24
227,"Rated 5 stars out of five stars","Ida Rosee","good product.. good price 🥰😘",2019-07-25
228,"Rated 5 stars out of five stars","Shot Yen Tan","Good quality of harvest",2020-01-14
229,"Rated 5 stars out of five stars","Hermanto Hermada","Easy to use.. excellent..",2019-04-25
230,"Rated 5 stars out of five stars","Yessika Dj","the best apps with the best service",2019-08-15
231,"Rated 5 stars out of five stars","Soni Prihutomo","Please expand ke Jawa Tengah! Love the app!!",2019-08-18
232,"Rated 5 stars out of five stars","regina reeves","Easy to buy something",2019-11-10
233,"Rated 5 stars out of five stars","Nova Nadya Anggraeni","easy to use. lengkap!",2019-03-25
234,"Rated 5 stars out of five stars","Studio MONEV","Fresh product and good customer service✔️",2019-05-25
235,"Rated 5 stars out of five stars","Layla Basari","the fruits was good condition, and the price was so damn loooooow. gonna be my everyday apps from now on",2019-02-08
236,"Rated 5 stars out of five stars","Mas Omen","An app that helps a lot",2019-08-24
237,"Rated 5 stars out of five stars","YAS Bunny","I have nice experience with this app",2019-12-15
238,"Rated 5 stars out of five stars","Rusly lim","Good and fresh",2020-01-21
239,"Rated 5 stars out of five stars","Ben Ks","Good shopping apps",2019-04-22
240,"Rated 5 stars out of five stars","brida yudhanti","So always great",2020-02-08
241,"Rated 5 stars out of five stars","Eka Listiani","easy and fresh",2019-08-15
242,"Rated 5 stars out of five stars","Dini Permatasari","love this app",2020-01-23
243,"Rated 5 stars out of five stars","Zulfiqar Jatikusuma","very useful apps (Y) love it",2019-03-17
244,"Rated 5 stars out of five stars","A Story From The Sky","Fresh and good",2020-02-04
245,"Rated 5 stars out of five stars","Fanny Agustinuss","Love this app!",2019-11-22
246,"Rated 5 stars out of five stars","cupid bz","for the busy (read: lazy) generation of this day and age like myself, sayurbox is a godsend! i sit in front of my computer, click some stuff, pay, and within a day or two i have vegetables in front of my doorstep. CRAZY! if i have one possible input, maybe have a filter function for organic, hydropo...
Full Review",2019-08-11
247,"Rated 5 stars out of five stars","Allen Zhuee","Recommend seller, Apps perlu di tingkatkan",2019-12-11
248,"Rated 5 stars out of five stars","Indriantie Wakhyudi","Good apps, help me in buy good fruit with good price",2020-01-18
249,"Rated 3 stars out of five stars","Rien Nisa","First time using sayurbox around 3 years ago when the users was still few. I like the service and quality vegetables and fruit. But now, the quality of the product decreases. In my last 2 orders, i got small and green fruit, and unfresh vegatables. Hopefully, sayurbox can improve the quality",2019-08-12
250,"Rated 5 stars out of five stars","Fuzna Isnaeniah","it's so usefull, and i love it",2019-07-04
251,"Rated 5 stars out of five stars","Fdmulyono Karnodipuro","Healthy spirit of the people.",2020-01-08
252,"Rated 5 stars out of five stars","windy 2871","fresh food good quality",2019-05-22
253,"Rated 5 stars out of five stars","Rossmi Daslam","Thankyou so .. love this app 😍",2019-08-10
254,"Rated 5 stars out of five stars","Michelle Gunawan","Great and recommended",2019-12-02
255,"Rated 5 stars out of five stars","lala matthews","I love it. now I don't really have to go anywhere to get fresh food",2019-07-03
256,"Rated 3 stars out of five stars","Rio Farizki","Just not having good experience with the apps",2019-06-19
257,"Rated 5 stars out of five stars","Tica Mica","Always make me satisfied.. thank you",2020-01-18
258,"Rated 1 stars out of five stars","Yulistyo Adi","Customer satisfaction is not part of sayurbox",2019-10-18
259,"Rated 5 stars out of five stars","Stella Studio","Cheers for a succesful delivery!",2020-01-29
260,"Rated 5 stars out of five stars","Tania Rahendra","The best app for sure. Will recomend this to my famz and friend",2019-11-09
261,"Rated 5 stars out of five stars","Alamanda Wiriaatmadja","Superb! Thanks for making my life easier 😘",2019-11-04
262,"Rated 5 stars out of five stars","Yohana Laurina","Helpfull bgt..fresh sayur dan buahnya, packaging aman smp rmh.. thank you so much sayurbox👍🙏🥰",2019-10-21
263,"Rated 2 stars out of five stars","Jonathan Liu","In the beginning, everything was fine. I was a happy & repeat customer, excited by the practicality, fruit variety & affordable price offered by Sayurbox. But everything changed in my 4th order. I had trouble with my 1st payment with Jenius. Sayurbox CS response was super slow! Replies just came aft...
Full Review",2019-02-09
264,"Rated 4 stars out of five stars","Maryuri Septreziera","Please provide address book so i can save more than one drop off location. Right now i have to change the address every time i have to order for my mom or my auntie. It's tedious.",2019-08-06
265,"Rated 1 stars out of five stars","Jordy Anggara","this is my first time reviewing apps and i do it bcoz they DONT HAVE A DECENT CUSTOMER SERVICE. if you got any problem with your shipping (like mine), dont ever waste ur time on them. My ETA was 11-15WIB. asked the CS 3x, 14.00, 15.00, 17.00, never once they knew the whereabouts of my shipping. they...
Full Review",2019-04-09
266,"Rated 1 stars out of five stars","Sun Mor","Customer service through their app's chat simple provided template answer but did not really coordinate with their delivery team. My ETA was 1 pm, but the order arrived at 8 pm after 3 complains with 3 different customer officers. The last one finally worked out because I did not cut the conversatio...
Full Review",2019-05-04
267,"Rated 5 stars out of five stars","Cynthia Rompas","Keep it up",2020-01-14
268,"Rated 5 stars out of five stars","febriyanti laksono putri","Cool Love it..",2019-12-14
269,"Rated 4 stars out of five stars","Ldb","the first time i was hesitate to try.. but then my friend bought it to the office and the veggies was fresh so its really worth it.. only some fruits that i experienced is a bit not too good (the watermelon, mangos and papaya)",2019-09-22
270,"Rated 1 stars out of five stars","pooh pink","this is my 4times order&get the worst experience with sayurbox, yesterday my order not coming, i chat the customer service at 8pm&they just sent my order at 9pm & come to my home almost midnight at 11pm,my order11 item&only get 9item,they info in paper refund voucher for your next order for 2 item, ...
Full Review",2019-04-08
271,"Rated 1 stars out of five stars","any setyowati","Very bad customer service and their service. Better u will go to the supermarket and traditional market. U cant choose fruit and vegetables or fish or beef or chicken. Not good quality. And the driver never asking if and only sent the package without confirmation with you. Give the other people.",2018-11-03
272,"Rated 5 stars out of five stars","Kanero Gillian","QSXCCOVMB my referral code get disc 30k",2020-01-09
273,"Rated 4 stars out of five stars","ika pusparini","So far, I like to order through their Web rather than application.",2019-06-12
274,"Rated 5 stars out of five stars","farina rahmawati","love this apps",2020-01-26
275,"Rated 5 stars out of five stars","Ruby Marsudi","Pleasant experience using Sayurbox for weekly groceries for almost a year now. Fresh produce (especially fruits and organic/hydroponic vegetables). Prices are reasonable considering they deliver to my doorstep. Customer Service handled complaints and missing items professionally. Love the 3 days in ...
Full Review",2019-04-04
276,"Rated 1 stars out of five stars","A Google user","They didn't deliver what they've promised, products already been paid, yet no delivery. Try to contact them to ask for clarification, got a very slow respond. The worst is the system already auto acknowledged that the products already received which infact haven't.",2018-11-27
277,"Rated 5 stars out of five stars","Wan Nie","Nice apps. Recomended",2019-08-26
278,"Rated 5 stars out of five stars","Erika Permatasari","Love this app",2019-11-28
279,"Rated 5 stars out of five stars","Adi Purnomo","Fresh and Good",2019-10-29
280,"Rated 4 stars out of five stars","Puhung Keju","So far so good",2019-10-28
281,"Rated 5 stars out of five stars","yohana Margaretha","OK Nice Sayur Box",2020-01-05
282,"Rated 5 stars out of five stars","Rani Nurbaiti","the easiest way to grocery shopping plussss we're helping farmers ❤",2019-04-07
